front,back,sentence,tags,deck
影響,えい-きょう&nbsp; [0] 【影響】(名、自サ）影響〔影が形に従い，響きが声に応ずる意〕関係が密接で，他の物事に力を及ぼして，変化や反応を起こさせること。「よい―を及ぼす」「選挙の結果が株価に―する」(三省堂　スーパー大辞林) えいきょう【影響】influence;→英和effect.→英和〜する (have) influence&lt;on&gt;;affect.→英和…の〜で under the influence of….…の〜をうける be affected[influenced]&lt;by&gt;….,,日文N2單字,日文N2單字
共生,きょう-せい [0] 【共生・共棲】（名、自さ）共生、一起生活（１）一緒に生活すること。「融然として相容れ，怡然(イゼン)として―す/自然と人生（蘆花）」（２）〔生物〕 異種の生物の共存様式。普通，二種の生物が互いに利益を交換して生活する相利共生をさす。アリとアリマキ，ヤドカリとイソギンチャク，根粒バクテリアとマメ科植物など。（３）〔心〕 子と母親の相互依存の状況。(三省堂　スーパー大辞林) きょうせい【共生】《生》symbiosis.→英和,,日文N2單字,日文N2單字
緩やか,ゆる-やか [2] 【緩やか】（な形）緩慢、緩和（１）物の締まり方がきつくなくゆとりのあるさま。「―な衣服」（２）速度がゆっくりしているさま。「―な川の流れ」（３）行動に対する規制が厳重でないさま。「取り締まりが―になる」（４）曲がり方や傾斜度が少ないさま。「―な坂道」緩やか―さ（名）,,日文N2單字,日文N2單字
ランナー,ランナー [1] 〖runner〗（１）走る人。走者。「短距離―」（２）野球で，出塁した攻撃側の選手。走者。（３）「匍匐茎(ホフクケイ)」に同じ。ランナー・a runner.→英和,,日文N2單字,日文N2單字
坊や,ぼうや【坊や】名my boy (呼びかけ).⇒坊っちゃん.ぼう-や バウ― [1] 【坊や】〔「や」は本来は呼びかけの間投助詞〕（１）幼い男の子を親しんで呼びかける言葉。古くは女児にも用いた。「―いい子だね」（２）世間知らずな若い男を軽いあざけりの意を込めていう語。ぼっちゃん。ぼんぼん。「彼は―で困る」,,日文N2單字,日文N2單字
捕獲,ほかく【捕獲】【名・他サ】（１）捕獲。 捉住，生擒。とらえること。いけどること。「動物を―する」（２）国際法上，戦時に交戦国の軍艦が，相手国または中立国の船舶を一定の手続きに従いつかまえること。海上捕獲。,,日文N2單字,日文N2單字
迅速 な,じん-そく [0] 【迅速】 （名・形動）迅速すばやい・こと（さま）。「―な対処」「―に行動する」[派生] ――さ（名）(三省堂　スーパー大辞林) じんそく【迅速】rapidity;swiftness;promptitude.→英和⇒早い.,,日文N2單字,日文N2單字
綻びる,ほころびる【綻びる】（自上一）（１）開綻，綻線。縫い糸が切れて合わせ目が開く。「袖付けが―・びる」（２）（花朵等）開放。&nbsp;つぼみなど，固くとじていたものが少し開く。「梅が―・びる」（３）（笑容等）張開。固い表情が和らぐ。笑顔になる。「口元が―・びる」（４）衣服・几帳(キチヨウ)などの合わせ目の一部を縫い残す。「一重の御衣もいたく―・びてあらはに/狭衣 2」（５）感情・秘密などが，抑え切れなくて外に現れる。「霞だに月と花とをへだてずばねぐらの鳥も―・びなまし/源氏（梅枝）」,,日文N2單字,日文N2單字
舗装,ほ-そう&nbsp; [0] 【舗装・鋪装】【名・他サ】（用柏油等）鋪修，鋪路。路面の耐久力を増すため，アスファルト・コンクリート・煉瓦などで道路の表面を固めること。「道路を―する」「―工事」「―道路」,,日文N2單字,日文N2單字
ほっそり,"ほっそり [3] （副,自サ）纖細;苗條細くて品のいいさま。すらりとしているさま。「―（と）したしなやかな指」(三省堂　スーパー大辞林) ほっそり〜した slender;→英和thin;→英和delicate.→英和",,日文N2單字,日文N2單字
ぽっちゃり,ぽっちゃり [3] （副）豐滿，發福。ふくよかで，かわいらしいさま。ぽってり。ぽちゃり。「―（と）した女の子」,,日文N2單字,日文N2單字
仏,ほとけ [0][3] 【仏】〔「ほと」は「仏」の転，「け」は「気」の意か〕（１）仏教の完全な悟りを開いた聖者。仏陀(ブツダ)。覚者。（２）特に，釈迦(シヤカ)のこと。（３）仏・菩薩およびそれに準ずる優れた聖者・高僧。（４）仏像や，仏の名号を記したもの。（５）仏教。仏事。仏教徒。（６）死者。死体。死者の霊。（７）素直で善良な人物。ほとけ【仏】Buddha.→英和〜の顔も三度まで It tries the patience of Job.知らぬが〜 Ignorance is bliss.仏心　⇒慈悲.仏 【ぶつ】【名】（1）法國。 （フランスの略）（2）佛，佛教的簡稱。 （仏教の略。）,,日文N2單字,日文N2單字
堀,"ほり【堀】壕溝,壕溝 ; 護城河&nbsp;ほり 【堀】姓氏の一。ほり [2] 【堀・濠・壕】（１）地面を掘って水を通したもの。堀割。（２）地面を深く掘って敵の侵入を防ぐ防御施設としたもの。必要に応じて水をたたえたりする。",,日文N2單字,日文N2單字
盆,ぼん [1][0] 【盆】（１）盂蘭盆(ウラボン)の略。[季]秋。（２）盂蘭盆に供える供物，また布施。ぼん [0] 【盆】（１）ふちが浅くて平たい，物を載せる器。「―に載せて運ぶ」「―のように丸い月」（２）「盆茣蓙(ゴザ){（１）}」のこと。また，転じて博打(バクチ)のこと。（３）家。すまい。宿。「おりや逝(イナ)うにも―はなし/浄瑠璃・新版歌祭文」〔もと大皿や洗面用の平たい水鉢などをいう〕ぼん【盆】(1)[容器]a tray.→英和(2)[祭]the Bon Festival;the Lantern Festival.‖盆踊り the Bon festival dance.[補充詳情]「盆」與「盤」的比較： 「盆」是一種多指容器，開口較寬，底部較淺。 可以達到「觀本」、「書本」、「花本」的大小。 「盤」指的是開闊、根深蒂固的東西方，是「托盤」、「托盤」的總稱。「盆」與「盤」的比較：「盆」常指廣口、窄底或淺底的容器。 它被廣泛使用，包括“澡盆”（浴缸）、“臉盆”（盥洗盆）和（花盆）。 「盤」是指形狀較淺、圓形、寬口的東西，包括「漢字」（盤子）、「托盤」等。,,日文N2單字,日文N2單字
本箱,ほんばこ【本箱】a bookcase.→英和ほん-ばこ [1] 【本箱】本を並べておくための幾段かの棚がある箱形の家具。,,日文N2單字,日文N2單字
重ね合わせる,【かさねあわせる】【他下一】重疊。重合。把多個東西疊在一起。 （複數のものなどを重ねる、幾重にも重ねる、などの意味の表現。）,,日文N2單字,日文N2單字
...てはじめて,Vてはじめて在...之後才開始,,日文N3文法,日文N3文法
ゴール,ゴール [1]〖goal〗(名) 終點（１）競走・競泳などで，着順の決まる一番最後の地点。決勝点。フィニッシュ。（２）サッカー・バスケットボール・ラグビーなどで，ボールを入れ得点すること。また，その得点となる一定の枠内。（３）最終的な目標点。「学問に―はない」(三省堂　スーパー大辞林) ゴール 〖Gaul〗⇒ガリア(三省堂　スーパー大辞林) ゴールa goal.→英和‖ゴールキーパー a goalkeeper;a goaltender.ゴールインする reach the goal;finish&lt;second&gt;;get married (結婚に).,,日文N2單字,日文N2單字
緊急,きん-きゅう&nbsp; [0] 【緊急】 （名・な形動）緊急、急迫非常に重大な事態となり，その対応・処置に急を要する・こと（さま）。「―に対策を要する」「―な用事」,,日文N3單字,日文N3單字
に限(かぎ)らず &lt;正式&gt;,「不只限～，其他還有」可與～だけでなく互換文法：Ｌ72N＋に限らず＋〜も&nbsp; &nbsp;＋に限らない&nbsp; &nbsp;＋に限ったことではない&nbsp; &nbsp;＋に限った問題ではない「だけではなく、ほかにも」口語．本句型在表示不只是前面描述的事情而已，其他相同的狀況也存在。不僅Ａ也可以有Ｂ．通常只用在不好的事情上。．由於後項也可以進行相同的事情或有相同的狀況，因此後面句子後常加上「も」．比「に限らない」更強調句型為「に限ったことではない」．前面常搭配「何も」做呼應，句型為：「何も～に限らない」&nbsp;&nbsp; 「何も～に限ったことではない」,,日文N2文法,日文N2文法
